Week,AssignmentId,content_name,Topic,Code,Concepts
345,11,jConstants2,1,Constants2,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,Constant:1.2744465129379186,ConstantInitializationStatement:1.3024752365381622,DoubleDataType:1.1384493433104061,SimpleAssignmentExpression:0.05942721691720237,IntDataType:0.08763138849046424,MultiplyExpression:0.770996319495907"
345,12,jDivision,2,Division,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,DoubleDataType:1.1384493433104061,SimpleAssignmentExpression:0.0675736215747451,DivideExpression:1.9937426048626723,IntDataType:0.18390430875913744,SimpleVariable:0.6524916928930169,ExplicitTypeCasting:2.1132467517904097,java.lang.Math.round:3.686889785422618,ActualMethodParameter:0.9617232418857572,AddExpression:0.6580609267736252,java.lang.System.out.println:1.413970608268776"
345,13,jInt_Long,2,UsingdoubleandMathclass,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,DoubleDataType:0.6723865216099562,SimpleAssignmentExpression:0.047945504424613664,IntDataType:0.08763138849046424,ExplicitTypeCasting:1.2481175742155695,java.lang.Math.round:2.1775364999298623,ActualMethodParameter:0.4030195342013126"
345,14,jMathFuc1,2,UsingMathclass1,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,DoubleDataType:0.6723865216099562,SimpleAssignmentExpression:0.02831738727448223,AddExpression:0.38866138415444546,java.lang.Math.sqrt:2.4785664955938436,ActualMethodParameter:0.4030195342013126"
345,15,jMathFuc2,2,UsingMathclass2,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,IntDataType:0.08763138849046424,SimpleAssignmentExpression:0.02831738727448223,ExplicitTypeCasting:1.2481175742155695,java.lang.Math.pow:1.876506504265881,ActualMethodParameter:0.4030195342013126"
345,16,jIncrement,2,IncrementOperator,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,IntDataType:0.14837283835118278,SimpleAssignmentExpression:0.047945504424613664,PreIncrementExpression:2.4785664955938436"
345,17,jPreDecrement,2,PreDecrement,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,IntDataType:0.14837283835118278,SimpleAssignmentExpression:0.047945504424613664,PreDecrementExpression:2.4785664955938436"
345,18,jDouble1,2,Usingdouble,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,DoubleDataType:0.6723865216099562,SimpleAssignmentExpression:0.047945504424613664,IntDataType:0.08763138849046424,ExplicitTypeCasting:1.2481175742155695,AddExpression:0.38866138415444546"
345,19,jConstants3,2,ConstantsinMathclass,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,IntDataType:0.08763138849046424,SimpleAssignmentExpression:0.02831738727448223,ExplicitTypeCasting:1.2481175742155695,Constant:1.2744465129379186,ConstantInvocation:1.4785664955938433,AddExpression:0.38866138415444546"
345,20,jOperator1,2,ModulusOperator,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,IntDataType:0.08763138849046424,SimpleAssignmentExpression:0.02831738727448223,ModulusExpression:1.0635931476230254"
345,21,jPostDecrement,2,PostDecrement,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,IntDataType:0.14837283835118278,SimpleAssignmentExpression:0.047945504424613664,PostDecrementExpression:1.1361438147716372"
345,22,jVariable1,2,Operationswithint,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,IntDataType:0.08763138849046424,SimpleAssignmentExpression:0.02831738727448223,AddAssignmentExpression:0.7542906259930543"
345,23,jCompoundAssignment_mult,2,CompoundAssignment,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,IntDataType:0.08763138849046424,SimpleAssignmentExpression:0.02831738727448223,MultiplyAssignmentExpression:2.4785664955938436"
345,24,jMathAbs,2,UsingMathClass(abs),"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,DoubleDataType:0.6723865216099562,SimpleAssignmentExpression:0.02831738727448223,SubtractExpression:0.44918271790863373,java.lang.Math.abs:2.1775364999298623,ActualMethodParameter:0.4030195342013126"
345,25,jMathCeil,2,UsingMathClass(ceil),"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,DoubleDataType:1.1384493433104061,SimpleAssignmentExpression:0.047945504424613664,SubtractExpression:0.44918271790863373,java.lang.Math.ceil:2.4785664955938436,ActualMethodParameter:0.4030195342013126"
345,26,jString6,3,Strings6,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,java.lang.System.out.print:0.8553172051959429,ActualMethodParameter:0.4030195342013126,java.lang.String.substring:2.001445240874181,StringDataType:0.8351138191076559,StringLiteralMethodInvocation:2.4785664955938436,StringLiteral:0.8351138191076559"
345,27,jString1,3,Strings1,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,StringInitializationStatement:1.2481175742155695,StringVariable:1.671483026734457,StringDataType:1.413970608268776,SimpleAssignmentExpression:0.047945504424613664,StringLiteral:0.8351138191076559,java.lang.String.substring:2.001445240874181,ObjectMethodInvocation:0.6723865216099562,ActualMethodParameter:0.6823713880435349,java.lang.System.out.print:0.8553172051959429"
345,28,jString4,3,Strings4,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,StringInitializationStatement:1.2481175742155695,StringVariable:0.9872048017595707,StringDataType:0.8351138191076559,SimpleAssignmentExpression:0.047945504424613664,StringLiteral:0.8351138191076559,CharDataType:2.4785664955938436,java.lang.String.charAt:2.001445240874181,ObjectMethodInvocation:0.6723865216099562,ActualMethodParameter:0.6823713880435349,java.lang.System.out.print:0.8553172051959429"
345,29,jString_to_Int,3,ConvertingStringtoint,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,StringInitializationStatement:1.2481175742155695,StringVariable:0.9872048017595707,StringDataType:0.8351138191076559,SimpleAssignmentExpression:0.047945504424613664,StringLiteral:0.8351138191076559,IntDataType:0.08763138849046424,java.lang.Integer.parseInt:2.4785664955938436,ActualMethodParameter:0.4030195342013126,AddExpression:0.38866138415444546"
345,30,jString_to_Double,3,ConvertingStringtodouble,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,StringInitializationStatement:1.2481175742155695,StringVariable:0.9872048017595707,StringDataType:0.8351138191076559,SimpleAssignmentExpression:0.047945504424613664,StringLiteral:0.8351138191076559,DoubleDataType:0.6723865216099562,java.lang.Double.parseDouble:2.4785664955938436,ActualMethodParameter:0.4030195342013126"
345,31,jString2,3,Strings2,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,StringInitializationStatement:3.256885317333389,StringVariable:2.756038353379686,StringDataType:2.3314369123770033,SimpleAssignmentExpression:0.08342047856662699,StringLiteral:2.179177660777151,IntDataType:0.08763138849046424,java.lang.String.length:1.7004152452101997"
345,32,jStringReplace,3,String(replace),"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,StringInitializationStatement:1.2481175742155695,StringVariable:1.671483026734457,StringDataType:1.9928273974298958,SimpleAssignmentExpression:0.05942721691720237,StringLiteral:1.9928273974298958,StringAddition:1.2232939904905373,java.lang.String.charAt:2.001445240874181,ObjectMethodInvocation:1.4110786169854597,ActualMethodParameter:1.0516544519964366,java.lang.String.length:1.7004152452101997,SubtractExpression:0.44918271790863373,java.lang.System.out.println:1.7525801232158837,java.lang.String.replace:3.686889785422618"
345,33,jString5,3,Strings5,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,StringVariable:0.9872048017595707,StringDataType:0.8351138191076559,SimpleAssignmentExpression:0.047945504424613664,StringCreationStatement:1.876506504265881,StringConstructorCall:1.876506504265881,ActualMethodParameter:0.6823713880435349,StringLiteral:0.8351138191076559,IntDataType:0.08763138849046424,java.lang.System.out.print:0.8553172051959429,AddExpression:0.38866138415444546"
345,34,jStringEqual,3,String(equals),"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,StringVariable:2.3557612517093434,StringDataType:1.9928273974298958,SimpleAssignmentExpression:0.0675736215747451,StringCreationStatement:3.1772016970001755,StringConstructorCall:3.1772016970001755,ActualMethodParameter:1.1251336008903943,StringLiteral:1.9928273974298958,StringAddition:2.071216770994978,java.lang.String.charAt:3.3887413666312405,ObjectMethodInvocation:1.604512165010856,java.lang.System.out.println:1.413970608268776,java.lang.String.equalsIgnoreCase:1.7004152452101997,java.lang.String.equals:1.7004152452101997"
345,35,jtestNull,4,TestNull,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,StringInitializationStatement:1.2481175742155695,StringVariable:0.9872048017595707,StringDataType:1.413970608268776,SimpleAssignmentExpression:0.05942721691720237,StringLiteral:1.413970608268776,IntDataType:0.08763138849046424,IfStatement:0.6035052322021434,LessExpression:0.38165648258578694,java.lang.System.out.println:1.413970608268776,ActualMethodParameter:0.6823713880435349,EqualExpression:1.413970608268776,null:2.001445240874181"
345,36,jBoolean_Method,4,ComparingStrings,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,StringVariable:1.671483026734457,StringDataType:1.413970608268776,SimpleAssignmentExpression:0.05942721691720237,StringCreationStatement:3.1772016970001755,StringConstructorCall:3.1772016970001755,ActualMethodParameter:0.8457817470481722,StringLiteral:1.413970608268776,IntDataType:0.08763138849046424,IfStatement:1.0218231823562343,EqualExpression:0.8351138191076559,PostIncrementExpression:0.4532606303290731,java.lang.String.equals:1.7004152452101997,ObjectMethodInvocation:0.6723865216099562,PostDecrementExpression:1.1361438147716372"
345,37,jbooleanOperationsNot,4,BooleanOperations(Not),"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,IntDataType:0.08763138849046424,SimpleAssignmentExpression:0.02831738727448223,IfStatement:0.6035052322021434,NotExpression:1.7004152452101997,GreaterExpression:0.730378468587643,AndExpression:1.3993852495462185,LessExpression:0.38165648258578694,PostIncrementExpression:0.4532606303290731"
345,38,jBoolean_Var,4,Usingboolean,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,BooleanDataType:1.2744465129379186,SimpleAssignmentExpression:0.047945504424613664,False:1.6334684555795864,IfStatement:0.6035052322021434,GreaterExpression:0.730378468587643,True:1.6334684555795864,java.lang.System.out.print:0.8553172051959429,ActualMethodParameter:0.4030195342013126"
345,39,jbooleanOperationsOR,4,BooleanOperations(OR),"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,IntDataType:0.14837283835118278,SimpleAssignmentExpression:0.047945504424613664,SubtractExpression:0.44918271790863373,java.lang.System.out.println:0.8351138191076559,ActualMethodParameter:0.4030195342013126,GreaterExpression:0.730378468587643,OrExpression:2.4785664955938436"
345,40,jbooleanOperationsNotEqual,4,BooleanOperations(Notequal),"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,IntDataType:0.08763138849046424,SimpleAssignmentExpression:0.05942721691720237,StringInitializationStatement:1.2481175742155695,StringVariable:0.9872048017595707,StringDataType:1.413970608268776,StringLiteral:1.413970608268776,IfStatement:0.6035052322021434,java.lang.Math.abs:2.1775364999298623,ActualMethodParameter:0.6823713880435349,NotEqualExpression:1.6334684555795864,java.lang.System.out.print:0.8553172051959429"
345,41,jBoolean_Operators,4,BooleanOperations(AND),"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,IntDataType:0.08763138849046424,SimpleAssignmentExpression:0.02831738727448223,IfStatement:0.6035052322021434,GreaterExpression:0.730378468587643,AndExpression:1.3993852495462185,LessExpression:0.38165648258578694,PostIncrementExpression:0.4532606303290731"
345,42,jbooleanOperationsLessEqual,4,BooleanOperations(Lessequal),"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,IntDataType:0.08763138849046424,SimpleAssignmentExpression:0.02831738727448223,IfStatement:0.6035052322021434,LessEqualExpression:1.7004152452101997,PostIncrementExpression:0.4532606303290731"
345,43,jbooleanOperationsGreaterEqual,4,BooleanOperations(Greaterequal),"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,IntDataType:0.08763138849046424,SimpleAssignmentExpression:0.02831738727448223,IfStatement:0.6035052322021434,GreaterEqualExpression:1.7004152452101997,PostIncrementExpression:0.4532606303290731"
345,44,jIfelse1,4,if-else1,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,IntDataType:0.08763138849046424,SimpleAssignmentExpression:0.02831738727448223,IfStatement:0.6035052322021434,ModulusExpression:1.0635931476230254,GreaterExpression:0.730378468587643,AddAssignmentExpression:0.7542906259930543"
345,45,jBoolean_Operators3,4,Comparisons2,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,IntDataType:0.08763138849046424,SimpleAssignmentExpression:0.02831738727448223,java.lang.System.out.print:0.8553172051959429,ActualMethodParameter:0.4030195342013126,GreaterExpression:0.730378468587643"
345,46,jEarthquake,4,Earthquake,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,StringVariable:0.9872048017595707,StringDataType:2.5716841865910154,SimpleVariable:0.6524916928930169,DoubleDataType:0.6723865216099562,SimpleAssignmentExpression:0.08720173872487652,IfElseIfStatement:4.26243451675455,LessEqualExpression:1.7004152452101997,StringLiteral:2.4601702753255865,LessExpression:0.9959088951855976,IfElseStatement:1.177536499929862,java.lang.System.out.println:0.8351138191076559,ActualMethodParameter:0.4030195342013126"
345,47,jIfelse5,4,if-else5,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,IntDataType:0.14837283835118278,SimpleAssignmentExpression:0.0675736215747451,MultiplyExpression:0.770996319495907,IfElseIfStatement:1.6334684555795864,GreaterExpression:1.5327812295566228,IfElseStatement:1.9937426048626723,ModulusExpression:1.8008197391608032,PostIncrementExpression:0.4532606303290731,PostDecrementExpression:1.1361438147716372"
345,48,jWhile2,5,LoopWhile2,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,IntDataType:0.08763138849046424,SimpleAssignmentExpression:0.02831738727448223,WhileStatement:0.770996319495907,EqualExpression:0.8351138191076559,PostDecrementExpression:1.1361438147716372"
345,49,jWhile3,5,LoopWhile3,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,IntDataType:0.18390430875913744,SimpleAssignmentExpression:0.05942721691720237,WhileStatement:0.770996319495907,LessExpression:0.38165648258578694,AddAssignmentExpression:0.7542906259930543,PostIncrementExpression:0.4532606303290731"
345,50,jWhile4,5,Problem1,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,IntDataType:0.14837283835118278,SimpleAssignmentExpression:0.047945504424613664,WhileStatement:0.770996319495907,LessExpression:0.38165648258578694,IfStatement:0.6035052322021434,ModulusExpression:1.0635931476230254,EqualExpression:0.8351138191076559,PostIncrementExpression:0.7674369583004937"
345,51,jWhile1,5,LoopWhile1,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,IntDataType:0.08763138849046424,SimpleAssignmentExpression:0.02831738727448223,WhileStatement:0.770996319495907,PostIncrementExpression:0.4532606303290731"
345,52,jDowhile8,5,Problem3,"ClassDefinition:0.0,PublicClassSpecifier:0.001445240874180953,FormalMethodParameter:0.042403848553087355,MethodDefinition:0.010219165181686028,PublicMethodSpecifier:0.010219165181686028,StaticMethodSpecifier:0.047202731434856086,VoidDataType:0.010219165181686028,IntDataType:0.14837283835118278,SimpleAssignmentExpression:0.047945504424613664,DoStatement:1.1168386595762505,WhileStatement:1.3054102445765898,LessExpression:0.38165648258578694,PostIncrementExpression:0.4532606303290731,IfStatement:1.0218231823562343,ModulusExpression:1.8008197391608032,EqualExpression:1.413970608268776,AddAssignmentExpression:1.2771250467229363,GreaterExpression:0.730378468587643,PostDecrementExpression:1.1361438147716372"
